city,area,rooms,bathroom,parking_spaces,floor,animal_allowance,furniture,association_tax,rent_amount,property_tax,fire_insurance,total_rent
Kolkata,Khardah,8,7,4,-,acept,not furnished,0,42000,2502,690,45180
Kolkata,Gariahat,4,3,3,14,acept,not furnished,7500,27000,1980,360,36840
Delhi,Greater kailash 1,2,1,0,5,acept,not furnished,645,2400,186,33,3264
Delhi,Uttam Nagar,2,2,1,9,not acept,furnished,11724,15000,1140,195,28059
Bangalore,Sarjapur  Road,1,1,2,9,acept,furnished,6450,21000,1626,267,29343
Bangalore,Mahalakshmi Layout,4,6,4,3,not acept,furnished,10500,45000,1032,573,57120
Mumbai,Badlapur,3,1,0,2,acept,not furnished,900,3000,126,45,4071
Kolkata,Behala,2,1,0,-,acept,not furnished,0,4050,0,69,4119
Delhi,Bindapur,1,1,1,5,acept,not furnished,1170,3000,0,39,4209
Mumbai,Kamothe,1,1,0,5,acept,not furnished,1065,3600,60,54,4779
Bangalore,7th Phase JP Nagar,1,1,1,3,acept,furnished,6000,14550,1002,186,21738
Bangalore,Richards Town,3,4,5,-,acept,furnished,2250,10200,702,132,13284
Bangalore,Jalahalli,2,1,1,24,not acept,not furnished,1776,5451,252,72,7551
Bangalore,Electronics City Phase 1,4,5,2,22,acept,furnished,3600,20400,1500,261,25761
Bangalore,Brookefield,1,1,1,14,not acept,furnished,3900,15045,555,192,19692
Delhi,Uttam Nagar west,1,1,1,4,acept,furnished,1740,9900,336,129,12105
Bangalore,Malleshwaram,2,2,1,1,acept,not furnished,0,5280,90,69,5439
Delhi,Uttam Nagar,2,2,1,7,acept,furnished,11955,15000,1185,195,28335
Bangalore,Rajaji Nagar,3,1,1,-,acept,not furnished,0,16800,0,255,17055
Bangalore,Hennur Road,3,2,1,13,not acept,not furnished,3300,8400,75,108,11883
Mumbai,Malad East,2,1,1,9,acept,not furnished,900,3600,852,54,5406
Delhi,Vasant Kunj,3,2,1,2,not acept,furnished,3000,11400,930,147,15477
Delhi,Safdarjung Enclave,2,1,0,10,not acept,not furnished,1800,5550,369,72,7791
Kolkata,Picnic Garden,3,1,0,2,not acept,not furnished,450,3300,450,45,4245
Bangalore,Old Madras Road,2,2,3,17,acept,not furnished,6600,25950,0,330,32880
Kolkata,New Alipore,2,1,1,1,acept,not furnished,1401,2250,234,30,3915
Delhi,Sector 25 Rohini,2,1,1,2,acept,not furnished,0,10500,0,138,10638
Delhi,Paschim Vihar,1,1,0,2,acept,not furnished,1050,2700,0,36,3786
Bangalore,Kammasandra,3,2,2,18,not acept,not furnished,2970,4830,0,63,7863
Bangalore,CV Raman Nagar,5,4,2,7,acept,not furnished,660000,36000,3000,459,699600
Bangalore,Rachenahalli,2,1,1,3,acept,not furnished,300,3600,0,48,3948
Mumbai,Taloja,3,1,0,4,acept,not furnished,3270,4500,375,66,8211
Bangalore,Varthur,2,1,1,7,acept,not furnished,1350,5400,375,69,7194
Bangalore,Begur,3,5,4,3,acept,furnished,6900,30000,3654,381,40950
Bangalore,Kasavanhalli,2,3,3,-,acept,not furnished,0,6600,24,102,6726
Bangalore,Rajaji Nagar,3,2,0,18,acept,furnished,4158,13500,1722,174,19554
Kolkata,Dum Dum Cantonment,1,1,1,11,acept,not furnished,1560,10500,675,141,12876
Kolkata,Kustia,3,3,2,3,acept,not furnished,1140,8400,375,114,10029
Delhi,Ashok Nagar,4,5,2,2,acept,not furnished,6900,24000,2550,312,33750
Bangalore,BTM 2nd Stage,3,4,4,18,acept,not furnished,7950,30000,375,381,38700
Kolkata,Dum Dum Cantonment,2,1,1,3,acept,not furnished,888,3000,180,42,4110
Delhi,Sector 12 Dwarka,2,2,1,7,acept,not furnished,3900,14700,765,192,19557
Bangalore,Kanakapura,4,5,4,8,acept,not furnished,10500,5100,4251,66,19917
Bangalore,Ramagondanahalli,2,1,1,-,acept,not furnished,0,5100,246,78,5424
Bangalore,Yelahanka New Town,2,1,1,1,not acept,not furnished,1680,4170,0,54,5904
Bangalore,Koramangala,2,1,0,2,acept,not furnished,300,4050,0,54,4404
Delhi,Hari Nagar,2,1,1,18,acept,not furnished,1704,3000,264,39,5007
Bangalore,Hennur Road,3,2,3,1,acept,not furnished,3054,4500,603,60,8217
Bangalore,Harlur,4,4,3,1,acept,not furnished,8400,12600,2376,162,23538
Chennai,Navallur,2,3,2,5,not acept,not furnished,3780,12600,825,162,17367
Delhi,Saket,1,1,0,9,acept,furnished,1650,5562,0,33,7245
Bangalore,Sanjay nagar,1,1,0,-,not acept,not furnished,0,2505,0,39,2544
Bangalore,Bannerghatta Road,4,3,3,16,acept,not furnished,4260,18480,1170,237,24147
Mumbai,Airoli,1,1,1,6,acept,not furnished,1200,4500,1200,66,6966
Bangalore,Shivaji Nagar,3,5,0,11,acept,furnished,6000,43500,2925,552,52980
Chennai,Pattabiram,3,1,1,6,acept,not furnished,1695,6000,180,78,7953
Bangalore,Kammasandra,3,2,2,5,acept,not furnished,2700,10950,450,48,14148
Bangalore,Bannerghatta Road,3,2,2,-,acept,not furnished,0,9330,333,141,9804
Bangalore,Kogilu,1,1,0,3,acept,not furnished,600,10500,3,135,11238
Kolkata,EM Bypass South East,4,2,2,1,not acept,not furnished,3300,6300,801,84,10485
Kolkata,Sodepur,3,1,1,4,acept,not furnished,789,3300,183,45,4317
Bangalore,Chandapura,2,1,2,7,acept,not furnished,2940,5400,501,69,8910
Bangalore,Ramagondanahalli,2,1,1,1,acept,not furnished,1290,2850,96,39,4275
Bangalore,Begur Road,4,2,2,9,acept,not furnished,7500,15000,2076,192,24768
Kolkata,Prince Anwar Shah Rd,1,1,0,-,acept,not furnished,135,1995,0,27,2157
Mumbai,Ghansoli,1,1,1,6,acept,not furnished,1350,3600,126,54,5130
Bangalore,Jigani,4,4,8,12,acept,furnished,15000,45000,15600,573,76170
Chennai,Thirumullaivoyal,4,3,4,-,acept,not furnished,6921,9300,1023,141,17385
Delhi,Green Park,1,1,1,1,acept,furnished,8250,7200,1905,93,17448
Bangalore,Bommasandra,3,4,3,1,not acept,not furnished,3600,18000,2250,231,24081
Kolkata,Noapara,1,1,1,2,not acept,not furnished,3000,2940,0,42,5982
Chennai,Palavakkam,3,4,4,-,acept,not furnished,10920,24000,1602,363,36900
Delhi,Green Park Extension,1,3,1,5,not acept,furnished,3600,24000,1611,312,29523
Bangalore,Kanakpura Road,1,1,0,-,acept,furnished,0,12300,1200,186,13686
Bangalore,Gubbalala,2,1,1,3,not acept,not furnished,810,4200,1251,54,6315
Bangalore,Kengeri,3,3,1,3,acept,not furnished,4740,17400,1767,222,24129
Bangalore,Vijayanagar,2,1,1,11,acept,not furnished,2493,7866,225,102,10686
Mumbai,Vangani,2,2,1,2,acept,not furnished,1050,5550,0,84,6684
Bangalore,Rachenahalli,2,2,1,18,acept,not furnished,951,5349,0,69,6369
Delhi,Sainik Farms,2,1,0,3,acept,not furnished,1875,3000,150,39,5064
Bangalore,Magadi Road,4,3,3,11,acept,not furnished,10500,24000,0,306,34800
Kolkata,Anandapur,3,2,1,2,acept,not furnished,990,3900,414,54,5358
Bangalore,7th Phase JP Nagar,2,1,1,2,acept,not furnished,840,4950,87,63,5940
Bangalore,Brookefield,1,1,1,-,not acept,not furnished,0,4200,51,66,4317
Delhi,Defence Colony,3,2,1,4,acept,not furnished,3600,8550,777,111,13038
Delhi,Chattarpur,2,1,0,2,acept,not furnished,1500,3900,300,51,5751
Bangalore,Ramamurthy Nagar,3,1,1,8,not acept,not furnished,2511,6600,210,84,9405
Bangalore,Begur Road,4,4,4,10,acept,not furnished,6600,16500,2496,210,25806
Bangalore,Hoskote,4,4,3,17,acept,not furnished,7800,19500,3471,249,31020
Bangalore,Kaggadasapura,1,1,0,9,acept,furnished,3870,4500,552,60,8982
Delhi,Sector 22 Rohini,1,1,0,4,acept,furnished,1440,5700,252,75,7467
Bangalore,Hennur Road,2,1,0,-,acept,not furnished,0,7200,510,111,7821
Bangalore,Nagasandra,3,5,8,-,acept,not furnished,0,24000,6750,363,31110
Kolkata,Natunpara,4,3,6,-,acept,not furnished,0,30000,2211,492,32700
Bangalore,Sarjapur  Road,2,1,1,-,acept,not furnished,0,3300,231,51,3582
Bangalore,Kengeri,3,4,4,6,not acept,not furnished,10050,34500,3750,438,48750
Bangalore,OMBR Layout,3,4,4,17,acept,furnished,7200,43500,2730,552,53970
Bangalore,JP Nagar,3,4,2,3,not acept,not furnished,12000,18000,3177,231,33420
Bangalore,Kanakpura Road,1,1,0,-,acept,not furnished,0,3900,765,60,4725
Bangalore,Basaveshwara Nagar Yelahanka,4,4,3,16,acept,furnished,6411,45000,2502,573,54480
Bangalore,NGR Layout,2,2,1,14,not acept,not furnished,4200,10500,525,135,15360
Bangalore,Raja Rajeshwari Nagar,1,1,0,1,not acept,not furnished,750,3915,0,51,4716
Bangalore,Hebbal,4,5,3,2,acept,not furnished,5100,7650,1002,99,13851
Bangalore,TC Palaya,1,1,1,12,acept,furnished,1695,9600,369,123,11787
Bangalore,Sarjapur  Road,3,2,1,3,acept,not furnished,3261,11100,114,141,14616
Bangalore,Chikka Tirupathi,3,4,2,2,acept,not furnished,5808,18000,1170,231,25209
Bangalore,Jigani,5,7,5,22,acept,not furnished,16500,42000,6252,534,65280
Chennai,Veppampatttu,3,1,1,6,acept,not furnished,1647,3600,0,48,5295
Bangalore,Nagavara,1,3,2,19,not acept,furnished,2700,12426,0,159,15285
Bangalore,Ananth Nagar,2,1,0,-,acept,not furnished,0,5400,375,84,5859
Kolkata,Kaikhali,1,1,0,-,acept,not furnished,90,1350,39,18,1497
Bangalore,Marathahalli,4,4,2,-,acept,not furnished,0,25500,801,384,26685
Bangalore,Yelahanka New Town,1,2,1,11,acept,not furnished,2220,9600,450,123,12393
Bangalore,Rachenahalli,2,1,0,13,acept,not furnished,1167,4440,156,57,5820
Mumbai,Ghatkopar East,2,2,2,5,acept,not furnished,1800,7500,0,111,9411
Bangalore,Electronics City Phase 1,3,3,3,9,acept,furnished,7200,30000,1752,381,39330
Delhi,SULTANPUR,5,7,4,-,acept,furnished,12300,45000,12723,687,70710
Kolkata,New Town Rajarhat,4,4,4,-,acept,furnished,0,22500,1449,369,24318
Chennai,East Tambaram,1,1,1,5,acept,not furnished,2190,8400,456,108,11154
Delhi,Chittaranjan Park,1,1,1,3,acept,not furnished,1959,5151,192,69,7371
Bangalore,Kengeri,3,4,4,6,acept,not furnished,6300,15000,0,192,21492
Kolkata,Dum Dum Park,5,5,2,15,not acept,not furnished,5610,45000,2340,600,53550
Kolkata,Kolkata Airport Road,5,5,7,-,acept,not furnished,0,45000,2970,738,48720
Bangalore,Electronic City,3,2,2,6,not acept,not furnished,3600,6000,0,78,9678
Bangalore,Talaghattapura,2,2,1,12,acept,not furnished,3939,26100,1029,333,31410
Mumbai,Andheri East,3,3,1,1,acept,not furnished,960,7500,273,111,8844
Bangalore,Vijayanagar,2,1,1,8,acept,not furnished,1140,3810,93,51,5094
Kolkata,E M Bypass,4,3,0,9,acept,furnished,9000,45000,3414,600,58020
Bangalore,Kadabagere,3,5,4,15,acept,not furnished,15900,30000,0,381,46290
Chennai,Guduvancheri,2,1,1,3,acept,not furnished,900,3510,0,45,4455
Bangalore,Kasavanhalli,2,2,0,-,not acept,furnished,0,10500,102,159,10761
Bangalore,Cooke Town,4,4,6,5,acept,not furnished,7350,8160,2877,105,18492
Bangalore,Akshaya Nagar,3,4,4,-,acept,not furnished,0,24000,2856,363,27219
Bangalore,Ramamurthy Nagar,3,1,1,1,not acept,not furnished,1425,5400,0,69,6894
Bangalore,Kundalahalli,1,1,1,3,not acept,furnished,1440,6450,0,84,7974
Bangalore,Chandapura,3,2,0,2,acept,furnished,3000,9600,735,123,13458
Kolkata,Narendrapur,3,3,2,-,acept,not furnished,0,6960,375,117,7452
Chennai,Kolathur,3,2,3,-,acept,not furnished,0,6600,0,102,6702
Kolkata,Tollygunge,5,5,8,-,acept,not furnished,0,18000,3051,297,21348
Delhi,Vasant Vihar,3,1,0,1,not acept,not furnished,2700,9300,627,120,12747
Bangalore,Hoodi,3,3,1,1,acept,not furnished,3432,4080,768,54,8334
Bangalore,Electronic City Phase II,1,1,1,14,not acept,furnished,1380,10500,300,135,12315
Bangalore,Hebbal,3,4,4,-,acept,furnished,0,12600,0,192,12792
Bangalore,Bellandur,3,4,3,15,acept,furnished,4323,19200,2070,246,25839
Bangalore,KUDLU MAIN ROAD,3,3,2,-,acept,not furnished,0,5400,900,84,6384
Bangalore,Electronic City Phase II,1,1,0,1,not acept,not furnished,0,4377,0,30,4407
Delhi,Greater kailash 1,1,1,1,7,acept,not furnished,2250,2580,252,36,5118
Mumbai,Kharghar,3,2,1,3,acept,not furnished,2100,5400,240,81,7821
Bangalore,Hoskote,4,3,0,3,acept,furnished,1320,15300,0,195,16815
Kolkata,Jaffarpur Panchanantala,4,5,0,19,not acept,not furnished,12414,45000,5925,600,63930
Bangalore,KR Puram,2,2,1,11,acept,not furnished,2010,7500,597,96,10203
Bangalore,Sarjapur  Road,2,1,1,11,not acept,furnished,1500,5400,15,69,6984
Bangalore,Bannerghatta Road,3,1,0,2,acept,not furnished,600,6300,501,81,7482
Mumbai,Powai,2,1,1,7,acept,not furnished,1167,3600,0,54,4821
Bangalore,Shree Ananth Nagar Layout,3,5,6,21,acept,not furnished,6000,11856,1377,153,19386
Bangalore,Hegde Nagar,2,1,1,8,not acept,not furnished,2385,7500,477,96,10458
Chennai,Porur,3,1,2,3,acept,not furnished,1797,3900,222,51,5970
Chennai,Nandambakkam,3,3,2,-,acept,not furnished,2880,16500,45,249,19674
Bangalore,Kurubarahalli,4,4,3,19,acept,furnished,9300,30000,4002,381,43680
Bangalore,Doddabommasandra,4,5,4,3,acept,furnished,12795,37500,4800,477,55560
Bangalore,Kengeri,3,4,4,12,not acept,not furnished,6600,19500,2250,249,28599
Mumbai,Kalwa,1,1,0,4,acept,furnished,1050,4800,450,72,6372
Bangalore,Badavala Nagar,4,4,3,-,acept,furnished,0,36000,5064,543,41610
Kolkata,Madhyamgram,2,1,1,4,acept,not furnished,474,3420,0,48,3942
Bangalore,Hosur Road,3,2,1,5,acept,furnished,4560,7200,0,93,11853
Chennai,Gerugambakkam,4,5,3,6,acept,furnished,3759,10737,654,138,15288
Bangalore,Varthur,1,1,0,8,acept,not furnished,2010,8376,114,108,10608
Bangalore,Thanisandra,3,4,3,19,acept,furnished,6741,25500,3000,99,35340
Bangalore,Kalyan nagar,1,1,0,2,not acept,not furnished,1500,4260,0,54,5814
Mumbai,Dombivali,2,2,1,6,acept,not furnished,1149,4200,351,63,5763
Bangalore,Mallasandra,3,5,2,8,acept,not furnished,3300,19800,1272,252,24624
Bangalore,Uttarahalli,3,3,1,11,not acept,not furnished,2802,5100,75,66,8043
Bangalore,Vidyaranyapura,4,3,0,-,acept,not furnished,0,29400,2250,444,32100
Mumbai,Mira Road East,2,1,1,1,acept,not furnished,300,4320,0,66,4686
Delhi,Delhi,4,2,1,-,acept,not furnished,0,9900,345,153,10398
Bangalore,Konanakunte,4,5,6,14,acept,not furnished,8580,36000,2751,459,47790
Chennai,Madhavaram,1,1,0,6,acept,not furnished,1209,1500,45,21,2775
Bangalore,Sompura,3,3,3,8,acept,furnished,4596,7650,1251,99,13596
Bangalore,Hoskote,3,2,0,9,acept,not furnished,4470,12300,690,156,17616
Mumbai,Dronagiri,4,3,1,-,acept,furnished,0,12150,750,216,13116
Delhi,Sector 12 Dwarka,3,2,2,13,acept,furnished,3081,7500,873,99,11553
Chennai,Pallavaram,2,1,1,4,acept,furnished,930,5400,102,69,6501
Chennai,Padur,2,2,0,6,not acept,not furnished,2430,2754,294,36,5514
Chennai,Koyambedu,2,2,2,7,acept,furnished,3300,12600,630,162,16692
Mumbai,Manpada,4,4,1,6,acept,furnished,3900,9600,900,141,14541
Kolkata,Rasapunja,3,2,2,-,acept,not furnished,0,29628,588,486,30690
Bangalore,Thigalarapalya,3,4,0,-,acept,furnished,0,12600,525,192,13317
Kolkata,Botanical Garden Area,2,2,2,6,not acept,not furnished,900,6300,759,84,8043
Mumbai,Powai,1,1,0,3,acept,not furnished,900,2400,63,36,3399
Chennai,Perungalathur,4,2,1,-,acept,not furnished,0,4500,0,69,4569
Mumbai,Kalyan West,2,1,1,1,acept,not furnished,1230,4200,90,63,5583
Bangalore,NRI Layout,4,4,2,11,acept,not furnished,4200,13500,951,174,18825
Mumbai,Thane West,1,1,0,4,not acept,furnished,0,6000,0,90,6090
Bangalore,Hennur,1,1,1,5,acept,not furnished,1290,5280,63,69,6702
Chennai,Thoraipakkam,3,4,2,9,acept,not furnished,3600,10200,0,132,13932
Delhi,Patel Nagar,3,3,2,4,acept,furnished,6840,36000,1605,465,44910
Bangalore,Yelahanka,1,1,0,-,acept,not furnished,0,6000,159,93,6252
Chennai,Thoraipakkam,1,2,0,-,acept,not furnished,0,3600,0,57,3657
Delhi,Badarpur Border,4,1,0,-,acept,not furnished,0,6438,591,99,7128
Bangalore,Hebbal,4,5,3,-,acept,not furnished,0,15000,1695,228,16923
Bangalore,Panathur,2,2,0,17,acept,furnished,1680,18000,750,129,20559
Bangalore,2nd Stage Nagarbhavi,4,2,2,-,acept,not furnished,0,9300,390,141,9831
Bangalore,Kengeri,5,3,0,-,acept,not furnished,0,21600,1029,327,22956
Bangalore,Kadugodi,1,1,1,6,acept,furnished,2670,12450,330,159,15609
Kolkata,Jadavpur,2,1,1,3,acept,not furnished,900,2580,183,36,3699
Bangalore,Chikkalasandra,3,3,4,7,acept,not furnished,24129,36000,8808,459,69390
Mumbai,Goregaon East,1,1,1,2,not acept,not furnished,840,2400,840,36,4116
Bangalore,Kundalahalli,1,1,1,8,acept,furnished,1350,9750,0,126,11226
Bangalore,Ramamurthy Nagar,3,2,2,11,acept,not furnished,1890,8400,501,108,10899
Bangalore,Kaggadasapura,1,1,1,9,acept,not furnished,1500,6975,384,90,8949
Kolkata,Barisha Purba Para Road,3,2,1,3,acept,not furnished,930,3450,255,48,4683
Bangalore,Seegehalli,2,2,0,27,not acept,furnished,3300,30600,0,390,34290
Bangalore,KR Puram,1,1,1,6,not acept,furnished,1926,4800,0,63,6789
Bangalore,Ramagondanahalli,2,1,3,-,acept,not furnished,0,4800,489,75,5364
Delhi,Dwarka Mor,1,2,0,-,not acept,not furnished,0,3600,0,57,3657
Bangalore,Ambalipura,3,2,2,4,acept,furnished,3300,22650,627,288,26865
Kolkata,New Town,2,1,2,3,acept,not furnished,720,6000,81,81,6882
Kolkata,Action Area III,4,2,3,-,acept,not furnished,0,14868,600,246,15714
Delhi,Chittaranjan Park,2,1,1,3,acept,not furnished,1290,3000,129,39,4458
Delhi,Dwarka Mor,2,1,1,3,acept,not furnished,2400,3900,132,51,6483
Bangalore,Kasavanhalli,2,2,1,18,acept,not furnished,3858,5130,0,66,9054
Delhi,Greater kailash 1,2,2,1,6,acept,not furnished,2550,2850,177,39,5616
Bangalore,Sarjapur,1,1,0,4,acept,furnished,1806,5400,390,69,7665
Delhi,Noida,3,2,1,8,acept,furnished,3900,13500,657,174,18231
Kolkata,Tagore Park,3,2,1,2,acept,not furnished,867,4350,342,60,5619
Bangalore,Malleshwaram,2,1,1,21,acept,not furnished,1557,5103,465,66,7191
Delhi,Ramesh Nagar,4,3,2,17,acept,furnished,7500,27900,1125,360,36900
Delhi,Uttam Nagar west,1,1,0,5,not acept,furnished,1800,13500,201,174,15675
Kolkata,Sector 22,3,3,0,-,acept,not furnished,0,18000,828,297,19125
Mumbai,Lower Parel,2,2,2,12,acept,not furnished,1500,6300,168,93,8061
Delhi,Gulmohar park,3,2,1,8,not acept,furnished,3492,9000,750,117,13359
Delhi,Rohini sector 24,2,2,1,-,acept,not furnished,0,5610,0,87,5697
Bangalore,Bhoganhalli,1,2,2,17,acept,not furnished,2895,6690,813,87,10485
Bangalore,Harlur,3,4,3,9,acept,not furnished,6300,17400,2475,222,26397
Bangalore,Chandapura,2,2,1,-,acept,not furnished,0,6120,0,93,6213
Chennai,Thiruvanmiyur,2,1,1,3,acept,not furnished,1455,2940,144,39,4578
Bangalore,9th Phase JP Nagar,1,1,1,1,acept,not furnished,1395,9000,252,117,10764
Chennai,Mogappair,1,1,0,5,not acept,not furnished,1761,2850,102,39,4752
Bangalore,Ramamurthy Nagar,1,2,2,19,acept,not furnished,3276,7500,963,96,11835
Kolkata,Shyamnagar,2,3,3,-,acept,not furnished,0,6000,513,99,6612
Chennai,Kanathur,4,5,0,12,acept,not furnished,9000,15300,2889,195,27384
Bangalore,Domlur,2,2,2,18,acept,furnished,5400,38400,1251,489,45540
Bangalore,Doddabommasandra,3,4,4,-,acept,not furnished,0,24000,8751,363,33120
Mumbai,Kamothe,1,2,0,3,acept,not furnished,420,4050,30,60,4560
Delhi,Tagore Garden Extension,3,2,2,9,acept,not furnished,7500,25500,1467,330,34800
Bangalore,7th Phase JP Nagar,2,1,1,4,acept,furnished,1290,7092,231,90,8703
Bangalore,Electronic City,4,5,4,1,acept,not furnished,11400,8250,4251,105,24006
Bangalore,Electronic City,2,1,1,-,acept,not furnished,0,11400,810,174,12384
Bangalore,Thigalarapalya,3,3,0,-,acept,not furnished,0,16500,2202,249,18951
Kolkata,VIP Haldiram,3,3,2,3,acept,furnished,852,7500,312,102,8766
Bangalore,Marathahalli,4,4,6,7,not acept,furnished,12000,16500,3540,210,32250
Kolkata,Kamdahari,5,5,8,-,acept,not furnished,0,24000,1659,396,26055
Bangalore,Lakshminarayana Pura,3,2,0,7,acept,furnished,1950,5700,555,75,8280
Bangalore,Thanisandra,3,4,2,-,acept,not furnished,0,8700,3300,132,12132
Bangalore,R.T. Nagar,3,3,2,4,acept,not furnished,4650,9000,1950,117,15717
Mumbai,Koper Khairane,1,1,1,14,acept,not furnished,3300,5400,201,81,8982
Kolkata,Kasba East,4,4,4,22,not acept,furnished,8103,30000,2280,402,40800
Delhi,Uttam Nagar,2,1,0,8,acept,not furnished,2700,3900,660,51,7311
Bangalore,B Narayanapura,5,3,2,-,acept,furnished,0,11520,1800,174,13494
Bangalore,Yelachenahalli,4,4,4,-,acept,not furnished,0,42000,4002,633,46650
Bangalore,Panathur,3,2,3,3,acept,furnished,3300,5997,459,78,9834
Mumbai,Vasind,3,4,2,-,acept,furnished,1950,11400,0,204,13554
Bangalore,Kanakpura Road,2,1,1,4,acept,not furnished,2250,5523,231,21,8025
Delhi,Navjeevan Vihar,2,2,0,2,acept,furnished,2100,9000,585,117,11802
Bangalore,Whitefield,1,1,0,-,not acept,not furnished,0,3279,0,51,3330
Mumbai,Ghatkopar West,2,1,0,3,acept,not furnished,690,3900,93,57,4740
Bangalore,Hebbal,4,3,4,-,acept,not furnished,0,21600,1302,327,23229
Bangalore,Ulsoor,2,2,2,8,acept,not furnished,5400,12450,1140,159,19149
Kolkata,Tollygunge,3,1,2,-,acept,not furnished,0,4890,351,81,5322
Bangalore,7th Phase JP Nagar,1,1,0,1,not acept,not furnished,900,3720,0,48,4668
Mumbai,Virar,1,1,0,-,not acept,not furnished,1650,1650,0,27,3327
Bangalore,Hosakerehalli,3,2,2,5,acept,not furnished,3300,13044,750,168,17262
Bangalore,Panathur,2,1,1,6,acept,not furnished,2250,10500,315,135,13200
Bangalore,Shampura,3,4,3,13,acept,not furnished,7200,21000,252,267,28719
Bangalore,Rajaji Nagar,3,2,1,8,not acept,furnished,3600,22500,1251,288,27639
Mumbai,Thane West,1,1,1,7,not acept,furnished,3900,3600,204,54,7758
Bangalore,Brookefield,2,1,0,2,acept,not furnished,1500,6870,0,90,8460
Delhi,Rohini sector 24,3,1,0,1,acept,not furnished,3438,6600,597,87,10722
Bangalore,Indira Nagar,2,2,1,6,acept,furnished,3216,15000,588,192,18996
Bangalore,Panathur,2,2,2,4,acept,furnished,3084,7650,870,99,11703
Bangalore,Bannerghatta,1,1,1,15,not acept,furnished,12000,18000,765,231,30990
Bangalore,Shampura,4,3,3,6,acept,not furnished,8064,5760,1269,75,15168
Chennai,Tiruporur Near Kelambakkam,1,1,0,2,acept,not furnished,1230,1500,39,21,2790
Delhi,Sector 14 Rohini,3,6,2,11,acept,not furnished,9000,42000,1002,543,52560
Bangalore,Kenchenahalli,4,4,4,5,acept,furnished,9990,44700,4251,567,59520
Bangalore,Yelahanka,1,1,0,-,not acept,furnished,0,2580,177,39,2796
Mumbai,Bandra Kurla Complex,1,1,0,3,not acept,furnished,1110,3270,0,48,4428
Bangalore,9th Phase JP Nagar,1,1,1,8,acept,not furnished,969,6450,255,84,7758
Bangalore,Hormavu,3,2,2,4,acept,furnished,5910,27000,2700,345,35970
