area_name,price,dimensions,dis_mainroad,khata,amenities,type
Bangalore Fort,23121,10534,1287,B-Khata,5,C
Cubbon Park,11120,16822,1232,BDA,9,R
Shivoham Shiva Temple,3542,9259,1633,Panchayat,18,R
Bangalore Palace,16664,9104,1135,Panchayat,10,R
Gavi Gangadhareshwara Temple,13789,748,585,B-Khata,26,C
Kempegowda Museum,6461,18764,2663,BDA,27,R
Visvesvaraya Industrial and Technological Museum,11899,1019,1355,BDA,15,R
Wonderla Amusement Park,3897,10409,1301,A-Khata,20,C
St. Mary's Basilica,23481,6171,2588,Panchayat,29,C
ISKCON Temple,11781,1823,2358,A-Khata,6,C
Innovative Film City,22934,4441,1753,Panchayat,5,C
Kempegowda Museum,23429,16850,815,B-Khata,16,C
Freedom Park,3818,519,790,B-Khata,28,C
Sri Chamarajendra Park,24907,13528,1995,BDA,30,C
Bangalore Palace,9052,18226,1643,B-Khata,6,R
St. Mary's Basilica,7937,18097,2686,A-Khata,12,C
National Gallery of Modern Art,5923,16679,2963,BDA,23,C
Kempegowda Museum,21798,8553,1284,BDA,6,C
Jawaharlal Nehru Planetarium,23833,17040,877,BDA,18,C
Bangalore Palace,12629,8860,2772,B-Khata,6,R
National Gallery of Modern Art,22957,5647,2542,Panchayat,0,R
Innovative Film City,20184,16302,1347,B-Khata,23,R
Wonderla Amusement Park,24364,8835,1806,B-Khata,4,R
Indira Gandhi Musical Fountain Park,7276,3170,1635,B-Khata,15,R
Visvesvaraya Industrial and Technological Museum,5554,2998,2933,BDA,27,C
Nandi Hills,12204,1482,1132,A-Khata,6,R
Ranga Shankara,6030,1152,1730,A-Khata,23,C
Bangalore Fort,23809,11532,2307,B-Khata,2,C
Bannerghatta National Park,12182,5203,2627,B-Khata,3,R
Indira Gandhi Musical Fountain Park,10992,9173,2301,B-Khata,28,C
Gavi Gangadhareshwara Temple,7767,5006,31,BDA,17,C
Gavi Gangadhareshwara Temple,18369,3305,2787,Panchayat,8,C
Ranga Shankara,16005,17076,750,B-Khata,6,R
Bangalore Fort,7730,3492,991,B-Khata,6,C
Shivoham Shiva Temple,12893,6550,1556,A-Khata,22,C
ISKCON Temple,10397,6459,973,B-Khata,30,C
Innovative Film City,15860,16449,1065,A-Khata,17,C
HAL Aerospace Museum,8198,628,742,BDA,8,C
Sankey Tank,11317,7973,2254,Panchayat,5,C
Visvesvaraya Industrial and Technological Museum,4488,5310,2253,BDA,7,C
Ranga Shankara,3915,3956,1197,A-Khata,22,R
Innovative Film City,15918,11610,560,B-Khata,6,C
UB City,20009,10962,1267,Panchayat,23,R
Sri Chamarajendra Park,23429,11641,560,B-Khata,12,R
UB City,20255,4223,1172,Panchayat,17,R
Ranga Shankara,19213,8980,2242,Panchayat,18,C
UB City,17749,7710,1602,B-Khata,24,C
Lalbagh Botanical Garden,5981,1546,1116,A-Khata,24,C
Innovative Film City,7651,4975,2349,Panchayat,15,R
Ulsoor Lake,8666,14697,1049,BDA,19,R
Sri Chamarajendra Park,21585,1714,113,A-Khata,5,R
Freedom Park,4747,17793,355,B-Khata,5,C
Gavi Gangadhareshwara Temple,24214,14537,509,Panchayat,16,C
Jawaharlal Nehru Stadium,10327,11364,1993,B-Khata,7,R
Lalbagh Botanical Garden,16333,16005,1574,A-Khata,0,R
HAL Aerospace Museum,8022,4134,1846,BDA,25,C
Bangalore Palace,7518,16157,1073,A-Khata,14,C
Freedom Park,24423,9624,836,A-Khata,6,R
Bull Temple,15218,8016,1875,B-Khata,27,R
Sri Chamarajendra Park,4184,17972,2724,Panchayat,27,R
National Gallery of Modern Art,21207,12832,1118,BDA,28,R
Wonderla Amusement Park,7179,17589,1067,BDA,19,R
Ulsoor Lake,19684,815,2291,B-Khata,30,R
Ranga Shankara,20330,6358,2858,BDA,10,R
Gavi Gangadhareshwara Temple,20242,3685,1565,BDA,0,R
Ulsoor Lake,20258,11960,862,Panchayat,16,C
National Gallery of Modern Art,9422,12087,1623,B-Khata,27,R
Lalbagh Botanical Garden,10213,12667,2394,BDA,19,R
National Gallery of Modern Art,19980,17798,753,Panchayat,14,R
Art of Living International Center,18386,4120,1799,Panchayat,21,R
National Gallery of Modern Art,8255,18903,1143,Panchayat,11,R
MG Road,8242,3718,2628,Panchayat,29,C
Shivoham Shiva Temple,5581,19868,2216,Panchayat,19,R
UB City,19649,3768,2234,B-Khata,8,R
Lumbini Gardens,20997,6736,1801,Panchayat,30,R
Ulsoor Lake,5019,5297,2225,B-Khata,24,C
Cubbon Park,16908,8426,906,Panchayat,26,R
Innovative Film City,8118,16638,138,A-Khata,29,C
Freedom Park,21407,12165,1538,A-Khata,3,R
St. Mary's Basilica,10119,8937,1383,Panchayat,27,C
MG Road,13350,13761,1124,BDA,19,C
St. Mary's Basilica,4998,8557,907,B-Khata,12,C
Nandi Hills,6264,11279,2531,Panchayat,20,R
Sri Chamarajendra Park,14482,3590,1890,B-Khata,8,C
MG Road,18398,11125,374,BDA,15,R
Indira Gandhi Musical Fountain Park,23563,8369,1248,BDA,21,C
Bangalore Palace,5805,9851,979,Panchayat,23,R
Jawaharlal Nehru Stadium,20699,6726,2863,Panchayat,16,R
MG Road,13319,3811,209,B-Khata,8,R
Bull Temple,5498,6466,777,BDA,0,R
UB City,13695,7823,73,Panchayat,14,C
Lalbagh Botanical Garden,3608,6845,2665,B-Khata,4,C
Commercial Street,19726,3756,1477,BDA,9,C
Lalbagh Botanical Garden,5700,8417,756,BDA,8,R
HAL Aerospace Museum,13809,16148,669,Panchayat,16,C
Shivoham Shiva Temple,9867,2275,518,B-Khata,3,C
Kempegowda Museum,14737,10223,2559,BDA,2,C
Nandi Hills,7321,12235,786,BDA,2,R
Commercial Street,15176,5061,948,A-Khata,2,R
Sri Chamarajendra Park,18092,15992,653,B-Khata,15,R
Freedom Park,13955,14415,206,B-Khata,23,C
Wonderla Amusement Park,7051,19816,2966,B-Khata,17,C
Bangalore Palace,15770,13637,412,BDA,10,C
Visvesvaraya Industrial and Technological Museum,12968,17629,2175,A-Khata,0,R
Ranga Shankara,23434,17097,1425,A-Khata,23,R
Visvesvaraya Industrial and Technological Museum,20410,17151,702,A-Khata,30,C
Commercial Street,16364,14759,2507,BDA,29,R
Cubbon Park,7784,1742,2801,A-Khata,18,R
Kempegowda Museum,3875,7078,2908,BDA,14,C
Jawaharlal Nehru Stadium,4751,6202,2631,A-Khata,6,C
Cubbon Park,8558,11088,2728,BDA,24,R
Ulsoor Lake,4727,13035,2911,Panchayat,1,C
Sankey Tank,5091,5060,1249,BDA,19,R
Sankey Tank,21069,4280,1719,B-Khata,2,R
Jawaharlal Nehru Planetarium,22447,12608,1409,A-Khata,21,R
St. Mary's Basilica,23385,3475,431,BDA,22,R
Innovative Film City,12139,3804,1305,Panchayat,29,C
Commercial Street,15694,12988,1540,BDA,18,C
Cubbon Park,21286,2656,2305,B-Khata,2,R
Indira Gandhi Musical Fountain Park,17330,14722,821,BDA,13,C
Innovative Film City,22207,248,1820,B-Khata,2,R
Wonderla Amusement Park,24632,12370,2038,BDA,9,C
Lumbini Gardens,19134,1755,2327,A-Khata,7,R
HAL Aerospace Museum,23679,6253,2149,A-Khata,12,R
Innovative Film City,17453,5295,1092,Panchayat,10,R
National Gallery of Modern Art,10872,4957,1103,Panchayat,29,R
Wonderla Amusement Park,7685,14537,1260,BDA,22,C
MG Road,8790,12924,2076,Panchayat,9,C
Jawaharlal Nehru Stadium,22482,8094,1832,BDA,28,C
Shivoham Shiva Temple,17878,10294,2944,BDA,21,C
Art of Living International Center,8972,18127,2589,BDA,21,R
Ulsoor Lake,17764,15404,1731,Panchayat,25,R
Bannerghatta National Park,7637,935,1669,B-Khata,0,C
St. Mary's Basilica,6548,11259,1988,B-Khata,1,R
Jawaharlal Nehru Stadium,7056,4927,229,Panchayat,13,C
Lalbagh Botanical Garden,9778,14461,1862,BDA,10,R
Commercial Street,19625,6318,1763,Panchayat,28,R
Art of Living International Center,20046,5198,1691,A-Khata,25,C
St. Mary's Basilica,18409,14051,410,A-Khata,21,C
Shivoham Shiva Temple,20009,3060,1972,B-Khata,4,C
Indira Gandhi Musical Fountain Park,14949,14975,2062,BDA,10,C
ISKCON Temple,9046,10205,2674,Panchayat,4,R
MG Road,11646,12717,116,A-Khata,21,C
Ranga Shankara,4726,16253,2839,B-Khata,1,R
Lumbini Gardens,8331,15256,706,B-Khata,7,R
Art of Living International Center,14798,19947,2899,BDA,23,R
Bannerghatta National Park,12113,1489,1100,A-Khata,10,C
Wonderla Amusement Park,7086,1495,81,A-Khata,24,R
Ranga Shankara,13643,8961,1615,B-Khata,1,C
Nandi Hills,11855,13099,633,BDA,28,R
Art of Living International Center,16069,4370,2714,Panchayat,17,R
Bull Temple,5332,16252,2429,Panchayat,19,R
Visvesvaraya Industrial and Technological Museum,20855,12086,452,Panchayat,13,R
Bull Temple,8365,11300,2510,A-Khata,5,C
Lumbini Gardens,10361,11911,2503,B-Khata,30,C
Shivoham Shiva Temple,3823,19770,404,A-Khata,5,C
Shivoham Shiva Temple,18296,1389,2502,BDA,0,C
St. Mary's Basilica,22562,12631,2586,Panchayat,5,C
Bannerghatta National Park,10385,5690,805,A-Khata,7,R
Visvesvaraya Industrial and Technological Museum,7547,2301,2985,BDA,13,C
Ulsoor Lake,7571,12402,1675,Panchayat,4,R
Bull Temple,4552,2290,1751,Panchayat,6,R
Commercial Street,23264,12829,1698,A-Khata,22,C
Innovative Film City,18883,6880,2396,A-Khata,8,C
Jawaharlal Nehru Stadium,11096,6716,1873,Panchayat,20,R
Snow City,10501,12796,2703,Panchayat,1,C
Lalbagh Botanical Garden,16359,464,2111,B-Khata,19,R
UB City,11303,5222,533,Panchayat,20,R
Bangalore Palace,21862,2418,22,Panchayat,23,R
Gavi Gangadhareshwara Temple,4002,13791,1493,Panchayat,19,C
Snow City,23342,18661,1114,B-Khata,22,C
Wonderla Amusement Park,5949,7343,1327,Panchayat,21,R
Sankey Tank,7651,1921,127,BDA,23,C
Visvesvaraya Industrial and Technological Museum,15155,16114,1974,BDA,9,R
Lalbagh Botanical Garden,6038,17311,14,Panchayat,18,R
Art of Living International Center,16866,11486,1084,BDA,13,C
MG Road,9291,10183,167,B-Khata,9,C
Gavi Gangadhareshwara Temple,9582,7287,2407,A-Khata,27,R
Sri Chamarajendra Park,22304,16318,1886,Panchayat,26,R
Visvesvaraya Industrial and Technological Museum,8169,18261,1974,Panchayat,18,R
Snow City,21752,13866,144,A-Khata,15,C
Lalbagh Botanical Garden,13544,1867,1728,B-Khata,20,R
Bangalore Palace,24425,8051,333,BDA,8,C
ISKCON Temple,19959,7152,1723,A-Khata,3,C
Innovative Film City,12527,12913,2737,BDA,11,R
Sri Chamarajendra Park,4321,3398,210,BDA,13,C
Ranga Shankara,8703,16299,1967,B-Khata,11,R
ISKCON Temple,6878,13207,1274,Panchayat,3,C
Lumbini Gardens,23800,546,2108,Panchayat,16,C
Bannerghatta National Park,21211,17466,2614,Panchayat,19,R
ISKCON Temple,23832,1466,1547,BDA,28,R
Indira Gandhi Musical Fountain Park,10649,205,2704,Panchayat,1,R
Gavi Gangadhareshwara Temple,4800,17342,2398,BDA,22,R
Wonderla Amusement Park,14264,14506,776,B-Khata,27,C
Jawaharlal Nehru Stadium,13931,9673,1639,Panchayat,29,R
St. Mary's Basilica,5249,14023,1649,A-Khata,27,C
Sri Chamarajendra Park,18684,11004,1930,B-Khata,28,C
MG Road,10432,19299,2422,BDA,19,C
Ranga Shankara,11209,18079,2725,A-Khata,22,C
Art of Living International Center,19745,376,585,A-Khata,20,C
Lalbagh Botanical Garden,19496,8006,1501,BDA,26,R
Bull Temple,7889,9263,2049,A-Khata,17,C
Jawaharlal Nehru Stadium,10559,2766,1257,B-Khata,24,R
Ranga Shankara,24929,19430,906,A-Khata,21,R
ISKCON Temple,20248,7050,1022,A-Khata,3,R
Jawaharlal Nehru Stadium,18585,15151,2952,B-Khata,22,C
Commercial Street,14620,3040,269,Panchayat,12,R
Nandi Hills,8300,11408,1700,A-Khata,27,C
Innovative Film City,20898,486,800,BDA,15,C
Bannerghatta National Park,3502,19119,693,Panchayat,25,R
Shivoham Shiva Temple,24671,18958,2974,BDA,21,C
MG Road,20926,133,2302,BDA,19,R
Nandi Hills,8330,8578,1242,Panchayat,12,C
Bull Temple,10141,5623,2959,B-Khata,9,R
Visvesvaraya Industrial and Technological Museum,15838,9733,2531,BDA,10,C
Sri Chamarajendra Park,12596,16641,594,A-Khata,8,R
Art of Living International Center,18841,355,2247,B-Khata,2,C
Lumbini Gardens,20331,10793,1581,A-Khata,26,R
National Gallery of Modern Art,21335,15600,1957,A-Khata,16,R
Kempegowda Museum,20440,5305,2889,Panchayat,13,C
Wonderla Amusement Park,22624,1367,441,BDA,23,R
Ranga Shankara,15127,15213,2900,A-Khata,0,R
Freedom Park,24762,6937,1557,A-Khata,29,R
Cubbon Park,21808,19527,1947,A-Khata,8,C
MG Road,16275,15512,542,Panchayat,20,C
Wonderla Amusement Park,8196,156,1129,A-Khata,3,R
ISKCON Temple,24541,1954,660,B-Khata,4,R
Lumbini Gardens,10086,12928,2661,A-Khata,28,C
Lumbini Gardens,22634,2726,2636,BDA,4,C
Freedom Park,15483,18084,1153,Panchayat,15,R
Gavi Gangadhareshwara Temple,7948,4445,1651,A-Khata,16,R
Freedom Park,11120,17041,1493,A-Khata,9,R
Jawaharlal Nehru Stadium,8079,2508,2260,Panchayat,27,R
Lalbagh Botanical Garden,22478,4710,2367,Panchayat,14,C
Snow City,23759,4882,164,BDA,16,C
ISKCON Temple,3526,3118,567,A-Khata,30,R
Bull Temple,19491,3748,558,A-Khata,1,R
Bangalore Fort,7447,438,1793,BDA,18,C
Indira Gandhi Musical Fountain Park,13989,3786,14,Panchayat,12,C
Wonderla Amusement Park,18055,5509,366,B-Khata,21,C
Bannerghatta National Park,16842,9693,2763,BDA,10,R
Jawaharlal Nehru Planetarium,4568,4098,453,A-Khata,28,R
Bull Temple,23638,12564,1729,B-Khata,25,C
Commercial Street,8036,10077,2186,A-Khata,19,C
Bannerghatta National Park,12869,10403,1117,B-Khata,19,C
Lalbagh Botanical Garden,13318,5426,724,Panchayat,16,R
Bangalore Palace,6055,15361,1607,A-Khata,12,R
Jawaharlal Nehru Planetarium,6893,2692,2164,BDA,16,R
Sri Chamarajendra Park,9701,14110,2565,A-Khata,9,C
Freedom Park,18748,9736,2938,B-Khata,5,C
National Gallery of Modern Art,20408,4581,37,B-Khata,18,C
Jawaharlal Nehru Stadium,17146,2432,146,BDA,19,C
Innovative Film City,12971,18161,2239,A-Khata,30,R
St. Mary's Basilica,14892,11131,2613,A-Khata,20,R
Kempegowda Museum,22612,6455,939,Panchayat,30,C
Lumbini Gardens,22749,8496,224,Panchayat,26,R
Lalbagh Botanical Garden,23475,6348,925,B-Khata,26,R
MG Road,23105,3933,2531,B-Khata,23,C
Kempegowda Museum,4638,7304,237,Panchayat,5,R
Commercial Street,5415,17269,2229,BDA,13,C
Bull Temple,11200,2163,1701,BDA,10,R
Art of Living International Center,23992,14769,1734,BDA,25,R
Lalbagh Botanical Garden,10274,8661,2240,BDA,24,R
Ulsoor Lake,11051,17668,2252,B-Khata,4,C
Jawaharlal Nehru Stadium,21072,15234,503,Panchayat,7,C
Freedom Park,11085,11153,396,A-Khata,20,R
Art of Living International Center,17174,11037,1825,Panchayat,19,R
Bangalore Fort,16730,14346,2488,B-Khata,22,R
Commercial Street,17251,1435,1024,BDA,7,R
St. Mary's Basilica,7451,18012,2638,A-Khata,24,R
Lumbini Gardens,22325,15809,2036,B-Khata,12,C
Freedom Park,18271,19946,2659,A-Khata,11,C
Nandi Hills,5895,15240,2179,Panchayat,5,C
Bannerghatta National Park,11304,12990,2312,BDA,20,R
Kempegowda Museum,18835,6041,1145,BDA,8,R
Freedom Park,8923,5887,1710,BDA,8,R
Bangalore Palace,10895,5898,2913,BDA,22,R
Sri Chamarajendra Park,7572,8970,1082,BDA,23,R
MG Road,13649,4023,1052,A-Khata,3,R
Visvesvaraya Industrial and Technological Museum,19614,5359,417,A-Khata,27,C
Art of Living International Center,11215,2458,2622,A-Khata,4,C
Sri Chamarajendra Park,9944,15596,341,B-Khata,29,R
Cubbon Park,4485,12770,2007,A-Khata,3,C
Ulsoor Lake,21084,9530,1749,BDA,24,C
Ulsoor Lake,5724,18892,1368,BDA,23,C
Lumbini Gardens,9032,1617,2012,A-Khata,26,R
Jawaharlal Nehru Stadium,7103,2623,1300,A-Khata,30,R
Bannerghatta National Park,5007,18381,1504,A-Khata,16,C
Bull Temple,5068,1943,1267,B-Khata,21,C
Ulsoor Lake,13294,13914,1139,BDA,5,C
Shivoham Shiva Temple,10069,8295,1570,B-Khata,24,C
Visvesvaraya Industrial and Technological Museum,24576,1748,588,B-Khata,16,R
Gavi Gangadhareshwara Temple,10537,19831,1402,Panchayat,27,R
Lumbini Gardens,18955,19618,2730,Panchayat,21,R
Bangalore Fort,24030,10060,2806,B-Khata,7,C
Jawaharlal Nehru Planetarium,6571,2508,163,B-Khata,24,C
Cubbon Park,9627,15072,1156,B-Khata,29,C
Visvesvaraya Industrial and Technological Museum,17592,2136,2371,A-Khata,27,C
Art of Living International Center,23692,15943,2781,BDA,19,R
Freedom Park,19412,14180,2674,B-Khata,17,C
Ulsoor Lake,23768,9971,2892,Panchayat,17,R
Nandi Hills,19111,5425,2413,A-Khata,28,C
National Gallery of Modern Art,4602,4438,250,B-Khata,11,C
ISKCON Temple,19236,1983,1178,BDA,8,C
Bannerghatta National Park,3771,6238,1474,B-Khata,28,R
Jawaharlal Nehru Stadium,20234,10382,1323,B-Khata,14,C
Gavi Gangadhareshwara Temple,23516,18251,2537,BDA,9,C
Kempegowda Museum,16299,17270,1100,BDA,17,C
Innovative Film City,13781,9677,2676,B-Khata,14,C
Lalbagh Botanical Garden,7841,19416,722,B-Khata,30,C
Art of Living International Center,9405,2692,1619,Panchayat,13,R
Lalbagh Botanical Garden,6146,15248,1490,A-Khata,8,R
Shivoham Shiva Temple,11962,12416,455,Panchayat,2,C
Lumbini Gardens,7127,10336,1377,B-Khata,29,R
ISKCON Temple,9290,1257,1200,BDA,27,C
Ranga Shankara,15379,6324,1254,A-Khata,3,R
Lumbini Gardens,20719,2395,804,Panchayat,23,C
Ranga Shankara,12306,4875,1661,Panchayat,16,R
Nandi Hills,3806,4531,2009,Panchayat,26,R
Lalbagh Botanical Garden,4460,12334,556,BDA,27,C
Wonderla Amusement Park,17241,9614,860,A-Khata,12,C
St. Mary's Basilica,17763,7207,2347,B-Khata,29,R
UB City,8316,3420,1502,A-Khata,15,R
Innovative Film City,5425,6760,1787,B-Khata,25,R
Gavi Gangadhareshwara Temple,5835,7080,2686,A-Khata,22,C
Bull Temple,23886,13939,625,Panchayat,1,C
Jawaharlal Nehru Planetarium,14995,19591,1425,A-Khata,12,R
Lumbini Gardens,10387,4404,2892,B-Khata,12,C
Innovative Film City,13437,11124,192,BDA,24,R
Bannerghatta National Park,23412,15017,1511,B-Khata,30,C
Nandi Hills,6874,882,1942,BDA,27,R
Gavi Gangadhareshwara Temple,18959,12887,1082,BDA,17,R
ISKCON Temple,21649,16066,390,B-Khata,27,R
Nandi Hills,5370,1513,2078,Panchayat,12,C
Bangalore Palace,18097,15911,2998,B-Khata,23,C
Innovative Film City,21987,2440,1534,A-Khata,19,R
Lumbini Gardens,16615,13643,2153,BDA,19,C
Nandi Hills,12181,17763,1335,A-Khata,25,R
ISKCON Temple,22127,15008,2943,BDA,23,C
Sri Chamarajendra Park,24382,16511,1538,B-Khata,13,C
Innovative Film City,7076,3701,1519,BDA,17,R
Art of Living International Center,20605,17929,2766,B-Khata,16,R
Freedom Park,15548,5922,1146,A-Khata,25,R
HAL Aerospace Museum,7464,5811,788,BDA,30,R
Lalbagh Botanical Garden,20201,2570,195,B-Khata,27,C
Kempegowda Museum,7288,14241,12,B-Khata,21,R
Indira Gandhi Musical Fountain Park,12177,11304,583,Panchayat,12,C
Snow City,10100,10541,1128,B-Khata,8,C
Indira Gandhi Musical Fountain Park,22908,1720,2450,B-Khata,21,C
Ulsoor Lake,12604,11100,277,A-Khata,27,R
Lumbini Gardens,13992,1483,1952,BDA,12,C
Wonderla Amusement Park,18606,7179,310,Panchayat,30,C
Nandi Hills,4144,6894,1381,BDA,7,R
St. Mary's Basilica,13674,4899,2843,B-Khata,27,R
ISKCON Temple,5970,7022,2092,BDA,21,R
Bangalore Fort,20000,8678,2460,Panchayat,16,C
HAL Aerospace Museum,17813,1872,2288,Panchayat,0,C
National Gallery of Modern Art,19797,7414,2064,Panchayat,6,C
Jawaharlal Nehru Planetarium,11600,4121,2493,B-Khata,19,R
Lalbagh Botanical Garden,4024,10319,533,Panchayat,16,R
Innovative Film City,21970,6121,901,Panchayat,22,R
Ranga Shankara,20767,7606,1789,Panchayat,7,C
Ranga Shankara,10292,17366,1925,BDA,22,C
Art of Living International Center,16426,17382,889,A-Khata,17,R
Jawaharlal Nehru Planetarium,24107,7073,431,B-Khata,22,R
Gavi Gangadhareshwara Temple,17248,16847,42,Panchayat,19,R
Nandi Hills,19073,242,2586,B-Khata,28,C
Lumbini Gardens,18417,15700,1893,B-Khata,13,R
Kempegowda Museum,10276,6748,991,Panchayat,20,R
MG Road,12120,1341,2013,A-Khata,5,R
Ulsoor Lake,17411,4779,1014,Panchayat,10,R
Cubbon Park,5972,6210,1751,BDA,25,C
Innovative Film City,19572,14699,110,Panchayat,1,R
Commercial Street,11977,2062,1807,A-Khata,24,C
Indira Gandhi Musical Fountain Park,24449,1391,1907,BDA,28,C
Lalbagh Botanical Garden,5051,12917,333,Panchayat,4,R
HAL Aerospace Museum,23068,4696,1294,A-Khata,4,R
Bangalore Palace,10344,2447,2711,Panchayat,0,R
Visvesvaraya Industrial and Technological Museum,24446,6498,2461,A-Khata,10,R
Kempegowda Museum,7068,8580,1638,Panchayat,8,R
St. Mary's Basilica,21102,13445,2979,Panchayat,20,C
Nandi Hills,22301,13283,1361,A-Khata,7,C
MG Road,19903,7438,1898,B-Khata,21,C
Freedom Park,10763,17128,2285,Panchayat,8,R
Art of Living International Center,10847,11959,823,B-Khata,26,R
Innovative Film City,4527,14347,1615,A-Khata,6,R
Art of Living International Center,16848,2130,2541,B-Khata,7,R
Indira Gandhi Musical Fountain Park,12792,10220,2042,B-Khata,26,R
Jawaharlal Nehru Stadium,24282,7371,78,A-Khata,20,R
Wonderla Amusement Park,13114,12839,2050,B-Khata,3,R
Gavi Gangadhareshwara Temple,11909,15748,195,B-Khata,7,R
Jawaharlal Nehru Planetarium,10999,7101,681,Panchayat,0,R
Sankey Tank,21395,6110,2043,A-Khata,23,C
Snow City,22579,2172,2175,Panchayat,14,C
National Gallery of Modern Art,20359,17325,618,B-Khata,3,R
MG Road,22336,19043,1501,Panchayat,23,C
Shivoham Shiva Temple,20198,11818,1661,A-Khata,30,R
Cubbon Park,11013,686,1817,Panchayat,23,C
Kempegowda Museum,11675,3633,1405,Panchayat,13,C
Jawaharlal Nehru Planetarium,8459,133,363,B-Khata,27,C
ISKCON Temple,6762,12980,281,BDA,20,C
MG Road,3859,9321,260,A-Khata,18,R
ISKCON Temple,8540,6616,2201,B-Khata,26,C
Jawaharlal Nehru Planetarium,21092,8452,2063,B-Khata,13,C
Indira Gandhi Musical Fountain Park,10641,19671,1884,A-Khata,20,R
Jawaharlal Nehru Planetarium,6785,16315,1429,A-Khata,19,C
Bannerghatta National Park,3503,18363,728,BDA,9,C
MG Road,18942,12085,596,Panchayat,6,R
St. Mary's Basilica,18155,17357,2532,Panchayat,2,C
St. Mary's Basilica,16674,9603,696,BDA,23,C
Cubbon Park,22371,13968,214,Panchayat,19,R
Lalbagh Botanical Garden,13976,12519,426,A-Khata,13,R
Bangalore Fort,19698,17913,1990,A-Khata,11,R
Indira Gandhi Musical Fountain Park,17783,9264,1829,Panchayat,2,R
UB City,3604,19951,2469,BDA,1,R
Jawaharlal Nehru Stadium,16316,3615,744,Panchayat,21,C
Sankey Tank,3751,2318,2906,Panchayat,15,C
Gavi Gangadhareshwara Temple,4001,12266,2295,B-Khata,29,C
Snow City,4240,15282,745,A-Khata,19,C
Wonderla Amusement Park,12752,4401,1159,B-Khata,27,R
Art of Living International Center,8827,2311,1343,A-Khata,22,R
ISKCON Temple,17695,3498,856,A-Khata,10,C
Bangalore Palace,23100,4824,1180,A-Khata,8,R
