Crop,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Sunflower,Kharif     ,Andhra Pradesh,6568.0,5165,940.7,1037152.88,2167.44,0.965
Sunflower,Rabi       ,Andhra Pradesh,19725.0,18004,940.7,3114774.75,6509.25,0.9525
Tobacco,Kharif     ,Andhra Pradesh,19100.0,128256,940.7,3016081.0,6303.0,5.955263158
Wheat,Rabi       ,Andhra Pradesh,164.0,115,940.7,25897.24,54.12,0.696666667
Arecanut,Kharif     ,Puducherry,55.0,83,1980.6,8685.05,18.15,1.51
Bajra,Kharif     ,Puducherry,6.0,15,1980.6,947.46,1.98,2.5
Bajra,Summer     ,Puducherry,1.0,2,1980.6,157.91,0.33,2.0
Cashewnut,Kharif     ,Puducherry,143.0,44,1980.6,22581.13,47.19,0.433333333
Cotton(lint),Kharif     ,Puducherry,118.0,271,1980.6,18633.38,38.94,1.795
Groundnut,Kharif     ,Puducherry,5.0,11,1980.6,789.55,1.65,2.2
Groundnut,Rabi       ,Puducherry,239.0,717,1980.6,37740.49,78.87,3.0
Groundnut,Summer     ,Puducherry,55.0,165,1980.6,8685.05,18.15,3.0
Moong(Green Gram),Rabi       ,Puducherry,9.0,10,1980.6,1421.19,2.97,1.11
Moong(Green Gram),Summer     ,Puducherry,1039.0,330,1980.6,164068.49,342.87,0.59
Onion,Summer     ,Puducherry,1.0,6,1980.6,157.91,0.33,6.0
Other  Rabi pulses,Rabi       ,Puducherry,58.0,72,1980.6,9158.78,19.14,1.24
Other  Rabi pulses,Summer     ,Puducherry,4.0,4,1980.6,631.64,1.32,1.0
Ragi,Kharif     ,Puducherry,34.0,81,1980.6,5368.94,11.22,2.195
Rice,Kharif     ,Puducherry,3817.0,12250,1980.6,602742.47,1259.61,2.273333333
Rice,Rabi       ,Puducherry,8505.0,19587,1980.6,1343024.55,2806.65,2.47
Rice,Summer     ,Puducherry,3941.0,12049,1980.6,622323.31,1300.53,2.225
Sesamum,Kharif     ,Puducherry,3.0,2,1980.6,473.73,0.99,0.67
Sesamum,Rabi       ,Puducherry,5.0,4,1980.6,789.55,1.65,0.8
Sesamum,Summer     ,Puducherry,100.0,83,1980.6,15791.0,33.0,0.83
Small millets,Kharif     ,Puducherry,8.0,13,1980.6,1263.28,2.64,1.63
Turmeric,Kharif     ,Puducherry,2.0,4,1980.6,315.82,0.66,2.0
Urad,Kharif     ,Puducherry,72.0,38,1980.6,11369.52,23.76,0.625
Urad,Rabi       ,Puducherry,206.0,245,1980.6,32529.46,67.98,1.0
Urad,Summer     ,Puducherry,574.0,227,1980.6,90640.34,189.42,0.443333333
Bajra,Summer     ,Karnataka,3226.0,3579,1024.9,509417.66,1064.58,1.084
Black pepper,Whole Year ,Karnataka,34990.0,26773,1024.9,5525270.9,11546.7,0.796
Cardamom,Whole Year ,Karnataka,17660.0,1528,1024.9,2788690.6,5827.8,0.08
Castor seed,Kharif     ,Karnataka,9347.0,4911,1024.9,1475984.77,3084.51,0.514
Coriander,Whole Year ,Karnataka,4494.0,1927,1024.9,709647.54,1483.02,0.388636364
Cotton(lint),Summer     ,Karnataka,1105.0,2341,1024.9,174490.55,364.65,2.101428571
Cowpea(Lobia),Rabi       ,Karnataka,10778.0,4779,1024.9,1701953.98,3556.74,0.448571429
Cowpea(Lobia),Summer     ,Karnataka,8036.0,2412,1024.9,1268964.76,2651.88,0.299166667
Dry chillies,Rabi       ,Karnataka,7744.0,15656,1024.9,1222855.04,2555.52,2.112592593
Dry chillies,Summer     ,Karnataka,5747.0,10529,1024.9,907508.77,1896.51,1.8928
Garlic,Whole Year ,Karnataka,4661.0,6276,1024.9,736018.51,1538.13,1.33875
Groundnut,Rabi       ,Karnataka,3646.0,6850,1024.9,575739.86,1203.18,1.88
Jowar,Summer     ,Karnataka,5201.0,10281,1024.9,821289.91,1716.33,1.904166667
Linseed,Rabi       ,Karnataka,4961.0,600,1024.9,783391.51,1637.13,0.109333333
Maize,Summer     ,Karnataka,24754.0,69486,1024.9,3908904.14,8168.82,2.877407407
Mesta,Whole Year ,Karnataka,766.0,1024,1024.9,120959.06,252.78,1.335
Moong(Green Gram),Rabi       ,Karnataka,4972.0,1504,1024.9,785128.52,1640.76,0.292727273
Moong(Green Gram),Summer     ,Karnataka,2939.0,929,1024.9,464097.49,969.87,0.285
Niger seed,Kharif     ,Karnataka,7229.0,1853,1024.9,1141531.39,2385.57,0.260833333
Onion,Rabi       ,Karnataka,15694.0,88814,1024.9,2478239.54,5179.02,6.207083333
Onion,Summer     ,Karnataka,6246.0,27006,1024.9,986305.86,2061.18,4.536666667
Other  Rabi pulses,Rabi       ,Karnataka,11561.0,7316,1024.9,1825597.51,3815.13,0.624444444
Potato,Kharif     ,Karnataka,31633.0,126990,1024.9,4995167.03,10438.89,4.458333333
Ragi,Rabi       ,Karnataka,36275.0,61289,1024.9,5728185.25,11970.75,1.665333333
Ragi,Summer     ,Karnataka,7053.0,12058,1024.9,1113739.23,2327.49,1.741666667
Rapeseed &Mustard,Kharif     ,Karnataka,1605.0,350,1024.9,253445.55,529.65,0.18875
Rice,Rabi       ,Karnataka,29329.0,71420,1024.9,4631342.39,9678.57,2.456428571
Sannhamp,Whole Year ,Karnataka,113.0,27,1024.9,17843.83,37.29,0.233333333
Small millets,Kharif     ,Karnataka,28488.0,10507,1024.9,4498540.08,9401.04,0.41
Sunflower,Summer     ,Karnataka,10573.0,8866,1024.9,1669582.43,3489.09,0.896428571
Turmeric,Whole Year ,Karnataka,14994.0,76490,1024.9,2367702.54,4948.02,4.693888889
Urad,Rabi       ,Karnataka,5240.0,2036,1024.9,827448.4,1729.2,0.362222222
Urad,Summer     ,Karnataka,3911.0,1979,1024.9,617586.01,1290.63,0.485
Arecanut,Whole Year ,Tamil Nadu,6884.0,11829,1201.9,1087052.44,2271.72,1.597142857
Bajra,Kharif     ,Tamil Nadu,35460.0,95506,1201.9,5599488.6,11701.8,2.82
Bajra,Rabi       ,Tamil Nadu,16146.0,38825,1201.9,2549614.86,5328.18,2.496
Black pepper,Whole Year ,Tamil Nadu,4349.0,974,1201.9,686750.59,1435.17,0.173076923
Cardamom,Whole Year ,Tamil Nadu,3983.0,307,1201.9,628955.53,1314.39,0.653636364
Castor seed,Kharif     ,Tamil Nadu,5495.0,1763,1201.9,867715.45,1813.35,0.325416667
Coriander,Whole Year ,Tamil Nadu,11084.0,6569,1201.9,1750274.44,3657.72,0.596956522
Garlic,Whole Year ,Tamil Nadu,581.0,3334,1201.9,91745.71,191.73,4.412
Gram,Rabi       ,Tamil Nadu,4876.0,3176,1201.9,769969.16,1609.08,0.6
Horse-gram,Kharif     ,Tamil Nadu,11492.0,6908,1201.9,1814701.72,3792.36,0.623181818
Moong(Green Gram),Kharif     ,Tamil Nadu,34470.0,27328,1201.9,5443157.7,11375.1,0.789285714
Onion,Rabi       ,Tamil Nadu,19796.0,128339,1201.9,3125986.36,6532.68,6.711071429
Ragi,Rabi       ,Tamil Nadu,21499.0,78112,1201.9,3394907.09,7094.67,3.523333333
Rapeseed &Mustard,Rabi       ,Tamil Nadu,351.0,83,1201.9,55426.41,115.83,0.186
Sesamum,Kharif     ,Tamil Nadu,18547.0,12391,1201.9,2928756.77,6120.51,0.625769231
Sesamum,Rabi       ,Tamil Nadu,27470.0,16978,1201.9,4337787.7,9065.1,0.586551724
Small millets,Kharif     ,Tamil Nadu,22406.0,31304,1201.9,3538131.46,7393.98,1.206956522
Small millets,Rabi       ,Tamil Nadu,758.0,1200,1201.9,119695.78,250.14,1.55875
Sunflower,Kharif     ,Tamil Nadu,1957.0,2768,1201.9,309029.87,645.81,1.38952381
Sunflower,Rabi       ,Tamil Nadu,6328.0,6014,1201.9,999254.48,2088.24,1.042727273
Tobacco,Whole Year ,Tamil Nadu,3348.0,5161,1201.9,528682.68,1104.84,1.505
Turmeric,Whole Year ,Tamil Nadu,29877.0,115351,1201.9,4717877.07,9859.41,3.897777778
Arecanut,Kharif     ,Andhra Pradesh,564.0,2367,890.0,86433.0,197.4,3.9125
Arhar/Tur,Rabi       ,Andhra Pradesh,6555.0,3818,890.0,1004553.75,2294.25,0.481818182
Bajra,Rabi       ,Andhra Pradesh,3124.0,4355,890.0,478753.0,1093.4,1.827142857
Castor seed,Kharif     ,Andhra Pradesh,32292.0,15195,890.0,4948749.0,11302.2,0.511111111
Castor seed,Rabi       ,Andhra Pradesh,527.0,274,890.0,80762.75,184.45,0.52
Coriander,Kharif     ,Andhra Pradesh,8.0,1,890.0,1226.0,2.8,0.13
Coriander,Rabi       ,Andhra Pradesh,4295.0,2368,890.0,658208.75,1503.25,0.536666667
Cotton(lint),Rabi       ,Andhra Pradesh,8092.0,19547,890.0,1240099.0,2832.2,2.201428571
Cowpea(Lobia),Kharif     ,Andhra Pradesh,3780.0,1966,890.0,579285.0,1323.0,0.491428571
Cowpea(Lobia),Rabi       ,Andhra Pradesh,5039.0,3379,890.0,772226.75,1763.65,0.585
Ginger,Kharif     ,Andhra Pradesh,285.0,752,890.0,43676.25,99.75,2.288
Ginger,Rabi       ,Andhra Pradesh,4.0,11,890.0,613.0,1.4,2.75
Gram,Kharif     ,Andhra Pradesh,5.0,2,890.0,766.25,1.75,0.4
Guar seed,Rabi       ,Andhra Pradesh,42.0,80,890.0,6436.5,14.7,1.9
Horse-gram,Kharif     ,Andhra Pradesh,1411.0,182,890.0,216235.75,493.85,0.155
Horse-gram,Rabi       ,Andhra Pradesh,11425.0,5666,890.0,1750881.25,3998.75,0.461666667
Jowar,Kharif     ,Andhra Pradesh,14260.0,20475,890.0,2185345.0,4991.0,1.293846154
Linseed,Kharif     ,Andhra Pradesh,219.0,106,890.0,33561.75,76.65,0.48
Moong(Green Gram),Kharif     ,Andhra Pradesh,32294.0,16742,890.0,4949055.5,11302.9,0.606923077
Niger seed,Rabi       ,Andhra Pradesh,5714.0,2230,890.0,875670.5,1999.9,0.445
Other  Rabi pulses,Rabi       ,Andhra Pradesh,6743.0,8229,890.0,1033364.75,2360.05,0.96
Other Kharif pulses,Kharif     ,Andhra Pradesh,3721.0,2414,890.0,570243.25,1302.35,0.6775
Ragi,Kharif     ,Andhra Pradesh,26899.0,25638,890.0,4122271.75,9414.65,1.086
Ragi,Rabi       ,Andhra Pradesh,5159.0,8895,890.0,790616.75,1805.65,1.78
Rapeseed &Mustard,Kharif     ,Andhra Pradesh,6.0,3,890.0,919.5,2.1,0.5
Rapeseed &Mustard,Rabi       ,Andhra Pradesh,5060.0,2086,890.0,775445.0,1771.0,0.348333333
Safflower,Kharif     ,Andhra Pradesh,4.0,3,890.0,613.0,1.4,0.75
Safflower,Rabi       ,Andhra Pradesh,125.0,79,890.0,19156.25,43.75,0.66
Sesamum,Kharif     ,Andhra Pradesh,33460.0,7623,890.0,5127745.0,11711.0,0.244166667
Sesamum,Rabi       ,Andhra Pradesh,30208.0,8761,890.0,4629376.0,10572.8,0.271666667
Small millets,Kharif     ,Andhra Pradesh,24448.0,16996,890.0,3746656.0,8556.8,0.57
Small millets,Rabi       ,Andhra Pradesh,6643.0,6934,890.0,1018039.75,2325.05,0.78
Soyabean,Kharif     ,Andhra Pradesh,1570.0,1448,890.0,240602.5,549.5,1.0175
Soyabean,Rabi       ,Andhra Pradesh,1.0,1,890.0,153.25,0.35,1.0
Sunflower,Kharif     ,Andhra Pradesh,8526.0,5950,890.0,1306609.5,2984.1,0.861666667
Sunflower,Rabi       ,Andhra Pradesh,12602.0,15317,890.0,1931256.5,4410.7,0.910833333
Tobacco,Kharif     ,Andhra Pradesh,23505.0,91410,890.0,3602141.25,8226.75,3.571111111
Wheat,Rabi       ,Andhra Pradesh,33.0,76,890.0,5057.25,11.55,2.155
other oilseeds,Kharif     ,Andhra Pradesh,138.0,153,890.0,21148.5,48.3,1.2275
Arecanut,Kharif     ,Puducherry,53.0,93,1391.3,8122.25,18.55,1.75
Bajra,Kharif     ,Puducherry,12.0,16,1391.3,1839.0,4.2,1.33
Bajra,Summer     ,Puducherry,4.0,5,1391.3,613.0,1.4,1.25
Black pepper,Kharif     ,Puducherry,10.0,18,1391.3,1532.5,3.5,1.8
Cashewnut,Kharif     ,Puducherry,148.0,51,1391.3,22681.0,51.8,0.446666667
Cotton(lint),Kharif     ,Puducherry,296.0,539,1391.3,45362.0,103.6,1.785
Dry chillies,Rabi       ,Puducherry,4.0,26,1391.3,613.0,1.4,6.5
Groundnut,Kharif     ,Puducherry,1.0,3,1391.3,153.25,0.35,3.0
Groundnut,Rabi       ,Puducherry,212.0,636,1391.3,32489.0,74.2,3.0
Groundnut,Summer     ,Puducherry,40.0,112,1391.3,6130.0,14.0,2.8
Jowar,Kharif     ,Puducherry,1.0,2,1391.3,153.25,0.35,2.0
Jowar,Summer     ,Puducherry,3.0,3,1391.3,459.75,1.05,1.0
Moong(Green Gram),Rabi       ,Puducherry,8.0,5,1391.3,1226.0,2.8,0.75
Moong(Green Gram),Summer     ,Puducherry,750.0,91,1391.3,114937.5,262.5,0.433333333
Onion,Summer     ,Puducherry,1.0,5,1391.3,153.25,0.35,5.0
Other  Rabi pulses,Rabi       ,Puducherry,44.0,42,1391.3,6743.0,15.4,0.95
Other Kharif pulses,Kharif     ,Puducherry,2.0,3,1391.3,306.5,0.7,1.5
Other Summer Pulses,Summer     ,Puducherry,10.0,8,1391.3,1532.5,3.5,0.8
Ragi,Kharif     ,Puducherry,20.0,31,1391.3,3065.0,7.0,1.29
Ragi,Rabi       ,Puducherry,6.0,10,1391.3,919.5,2.1,1.67
Ragi,Summer     ,Puducherry,21.0,26,1391.3,3218.25,7.35,1.24
Rice,Kharif     ,Puducherry,3693.0,13151,1391.3,565952.25,1292.55,3.24
Rice,Rabi       ,Puducherry,8412.0,23024,1391.3,1289139.0,2944.2,3.436666667
Rice,Summer     ,Puducherry,4100.0,15989,1391.3,628325.0,1435.0,2.535
Sesamum,Kharif     ,Puducherry,3.0,4,1391.3,459.75,1.05,1.33
Sesamum,Rabi       ,Puducherry,1.0,1,1391.3,153.25,0.35,1.0
Sesamum,Summer     ,Puducherry,72.0,70,1391.3,11034.0,25.2,0.605
Turmeric,Kharif     ,Puducherry,6.0,18,1391.3,919.5,2.1,3.0
Urad,Kharif     ,Puducherry,15.0,21,1391.3,2298.75,5.25,1.4
Urad,Rabi       ,Puducherry,335.0,318,1391.3,51338.75,117.25,0.74
Urad,Summer     ,Puducherry,402.0,106,1391.3,61606.5,140.7,0.43
Bajra,Summer     ,Karnataka,1980.0,2145,1147.2,303435.0,693.0,1.076666667
Cardamom,Whole Year ,Karnataka,16682.0,1757,1147.2,2556516.5,5838.7,0.105714286
Castor seed,Kharif     ,Karnataka,9527.0,4722,1147.2,1460012.75,3334.45,0.506086957
Coriander,Whole Year ,Karnataka,1778.0,770,1147.2,272478.5,622.3,0.390625
Cotton(lint),Rabi       ,Karnataka,24614.0,7868,1147.2,3772095.5,8614.9,0.343
Cowpea(Lobia),Rabi       ,Karnataka,4191.0,100,1147.2,642270.75,1466.85,0.017647059
Cowpea(Lobia),Summer     ,Karnataka,5158.0,949,1147.2,790463.5,1805.3,0.182105263
Dry chillies,Rabi       ,Karnataka,8982.0,19936,1147.2,1376491.5,3143.7,2.156153846
Dry chillies,Summer     ,Karnataka,4468.0,10308,1147.2,684721.0,1563.8,2.288461538
Garlic,Whole Year ,Karnataka,6534.0,5420,1147.2,1001335.5,2286.9,1.007058824
Groundnut,Rabi       ,Karnataka,3309.0,7482,1147.2,507104.25,1158.15,2.26
Horse-gram,Kharif     ,Karnataka,35541.0,10705,1147.2,5446658.25,12439.35,0.521666667
Jowar,Summer     ,Karnataka,2838.0,3887,1147.2,434923.5,993.3,1.376363636
Linseed,Rabi       ,Karnataka,2854.0,155,1147.2,437375.5,998.9,0.079090909
Maize,Summer     ,Karnataka,20282.0,62889,1147.2,3108216.5,7098.7,3.482222222
Mesta,Whole Year ,Karnataka,105.0,107,1147.2,16091.25,36.75,1.04
Moong(Green Gram),Rabi       ,Karnataka,3959.0,354,1147.2,606716.75,1385.65,0.077
Moong(Green Gram),Summer     ,Karnataka,678.0,188,1147.2,103903.5,237.3,0.267777778
Niger seed,Kharif     ,Karnataka,5588.0,1045,1147.2,856361.0,1955.8,0.184090909
Other  Rabi pulses,Rabi       ,Karnataka,2706.0,513,1147.2,414694.5,947.1,0.081176471
Ragi,Rabi       ,Karnataka,16968.0,17569,1147.2,2600346.0,5938.8,1.114285714
Ragi,Summer     ,Karnataka,6133.0,11093,1147.2,939882.25,2146.55,1.895333333
Rapeseed &Mustard,Kharif     ,Karnataka,4573.0,840,1147.2,700812.25,1600.55,0.196
Rice,Rabi       ,Karnataka,18686.0,49615,1147.2,2863629.5,6540.1,2.525333333
Safflower,Rabi       ,Karnataka,32118.0,21654,1147.2,4922083.5,11241.3,0.385384615
Sannhamp,Whole Year ,Karnataka,57.0,13,1147.2,8735.25,19.95,0.071666667
Sesamum,Kharif     ,Karnataka,35109.0,22329,1147.2,5380454.25,12288.15,0.559230769
Small millets,Kharif     ,Karnataka,21081.0,6746,1147.2,3230663.25,7378.35,0.392941176
Sunflower,Summer     ,Karnataka,3775.0,1638,1147.2,578518.75,1321.25,0.712727273
Tapioca,Whole Year ,Karnataka,687.0,4166,1147.2,105282.75,240.45,6.5375
Turmeric,Whole Year ,Karnataka,19327.0,114511,1147.2,2961862.75,6764.45,5.775294118
Urad,Rabi       ,Karnataka,3318.0,1605,1147.2,508483.5,1161.3,0.448
Urad,Summer     ,Karnataka,2218.0,1205,1147.2,339908.5,776.3,0.526363636
Arecanut,Whole Year ,Tamil Nadu,7078.0,12708,912.4,1084703.5,2477.3,1.477272727
Bajra,Kharif     ,Tamil Nadu,31511.0,93045,912.4,4829060.75,11028.85,2.84125
Bajra,Rabi       ,Tamil Nadu,18162.0,9205,912.4,2783326.5,6356.7,0.6732
Black pepper,Whole Year ,Tamil Nadu,4908.0,1075,912.4,752151.0,1717.8,0.150625
Cardamom,Whole Year ,Tamil Nadu,3902.0,353,912.4,597981.5,1365.7,0.063636364
Castor seed,Kharif     ,Tamil Nadu,4705.0,1470,912.4,721041.25,1646.75,0.29375
Coriander,Whole Year ,Tamil Nadu,9120.0,1470,912.4,1397640.0,3192.0,0.192857143
Garlic,Whole Year ,Tamil Nadu,781.0,4545,912.4,119688.25,273.35,5.206666667
Gram,Rabi       ,Tamil Nadu,5227.0,3393,912.4,801037.75,1829.45,0.58
Horse-gram,Kharif     ,Tamil Nadu,3751.0,1175,912.4,574840.75,1312.85,0.393636364
Horse-gram,Rabi       ,Tamil Nadu,34851.0,11186,912.4,5340915.75,12197.85,0.2972
Moong(Green Gram),Kharif     ,Tamil Nadu,28751.0,23234,912.4,4406090.75,10062.85,0.764230769
Onion,Rabi       ,Tamil Nadu,17597.0,89105,912.4,2696740.25,6158.95,5.267407407
Other Cereals,Kharif     ,Tamil Nadu,1547.0,210,912.4,237077.75,541.45,0.1
Other Cereals,Rabi       ,Tamil Nadu,4060.0,54,912.4,622195.0,1421.0,0.095454545
Ragi,Rabi       ,Tamil Nadu,9112.0,28459,912.4,1396414.0,3189.2,3.050833333
Rapeseed &Mustard,Rabi       ,Tamil Nadu,199.0,46,912.4,30496.75,69.65,0.186
Sesamum,Kharif     ,Tamil Nadu,10593.0,4178,912.4,1623377.25,3707.55,0.389615385
Sesamum,Rabi       ,Tamil Nadu,17638.0,6659,912.4,2703023.5,6173.3,0.371785714
Small millets,Kharif     ,Tamil Nadu,17611.0,17792,912.4,2698885.75,6163.85,0.912352941
Small millets,Rabi       ,Tamil Nadu,350.0,249,912.4,53637.5,122.5,0.752941176
Sunflower,Kharif     ,Tamil Nadu,1959.0,1675,912.4,300216.75,685.65,0.838947368
Sunflower,Rabi       ,Tamil Nadu,5488.0,1244,912.4,841036.0,1920.8,0.298823529
Tobacco,Whole Year ,Tamil Nadu,1799.0,2744,912.4,275696.75,629.65,1.547142857
Turmeric,Whole Year ,Tamil Nadu,35795.0,129563,912.4,5485583.75,12528.25,3.36037037
Arecanut,Kharif     ,Andhra Pradesh,697.0,4369,868.2,109735.68,264.86,5.5825
Arhar/Tur,Rabi       ,Andhra Pradesh,4148.0,3394,868.2,653061.12,1576.24,0.55
Bajra,Rabi       ,Andhra Pradesh,4990.0,10252,868.2,785625.6,1896.2,1.833333333
Castor seed,Kharif     ,Andhra Pradesh,30904.0,20126,868.2,4865525.76,11743.52,0.8425
Castor seed,Rabi       ,Andhra Pradesh,906.0,723,868.2,142640.64,344.28,0.856
Coriander,Rabi       ,Andhra Pradesh,2584.0,1637,868.2,406824.96,981.92,0.63875
Cotton(lint),Rabi       ,Andhra Pradesh,2097.0,4116,868.2,330151.68,796.86,2.116
Cowpea(Lobia),Kharif     ,Andhra Pradesh,4302.0,3081,868.2,677306.88,1634.76,0.691428571
Cowpea(Lobia),Rabi       ,Andhra Pradesh,9470.0,7053,868.2,1490956.8,3598.6,0.574285714
Dry chillies,Rabi       ,Andhra Pradesh,17463.0,81884,868.2,2749374.72,6635.94,3.846153846
Ginger,Kharif     ,Andhra Pradesh,381.0,309,868.2,59984.64,144.78,0.995
Gram,Kharif     ,Andhra Pradesh,1.0,0,868.2,157.44,0.38,0.0
Horse-gram,Kharif     ,Andhra Pradesh,16828.0,7066,868.2,2649400.32,6394.64,0.286666667
Horse-gram,Rabi       ,Andhra Pradesh,21890.0,15129,868.2,3446361.6,8318.2,0.658333333
Jowar,Kharif     ,Andhra Pradesh,29677.0,30206,868.2,4672346.88,11277.26,1.135384615
Linseed,Kharif     ,Andhra Pradesh,224.0,108,868.2,35266.56,85.12,0.49
Moong(Green Gram),Kharif     ,Andhra Pradesh,18008.0,10705,868.2,2835179.52,6843.04,0.625384615
Niger seed,Rabi       ,Andhra Pradesh,5660.0,2339,868.2,891110.4,2150.8,0.49
Other  Rabi pulses,Rabi       ,Andhra Pradesh,10004.0,12174,868.2,1575029.76,3801.52,0.94
Other Kharif pulses,Kharif     ,Andhra Pradesh,2551.0,1642,868.2,401629.44,969.38,0.905
Ragi,Kharif     ,Andhra Pradesh,26640.0,30128,868.2,4194201.6,10123.2,1.28
Ragi,Rabi       ,Andhra Pradesh,7810.0,13861,868.2,1229606.4,2967.8,1.896666667
Rapeseed &Mustard,Rabi       ,Andhra Pradesh,3000.0,1373,868.2,472320.0,1140.0,0.414
Safflower,Rabi       ,Andhra Pradesh,20.0,13,868.2,3148.8,7.6,0.65
Sesamum,Kharif     ,Andhra Pradesh,13457.0,2960,868.2,2118670.08,5113.66,0.222307692
Sesamum,Rabi       ,Andhra Pradesh,26281.0,7927,868.2,4137680.64,9986.78,0.325
Small millets,Kharif     ,Andhra Pradesh,18101.0,14687,868.2,2849821.44,6878.38,0.774
Small millets,Rabi       ,Andhra Pradesh,3221.0,1382,868.2,507114.24,1223.98,0.73
Soyabean,Kharif     ,Andhra Pradesh,373.0,705,868.2,58725.12,141.74,1.74
Soyabean,Rabi       ,Andhra Pradesh,2.0,4,868.2,314.88,0.76,2.0
Sunflower,Kharif     ,Andhra Pradesh,3045.0,2249,868.2,479404.8,1157.1,0.924285714
Sunflower,Rabi       ,Andhra Pradesh,6101.0,9421,868.2,960541.44,2318.38,1.082727273
Wheat,Kharif     ,Andhra Pradesh,11.0,8,868.2,1731.84,4.18,0.85
Wheat,Rabi       ,Andhra Pradesh,38.0,27,868.2,5982.72,14.44,0.716666667
Arecanut,Kharif     ,Puducherry,52.0,78,1582.4,8186.88,19.76,1.5
Bajra,Kharif     ,Puducherry,9.0,25,1582.4,1416.96,3.42,2.78
Bajra,Rabi       ,Puducherry,2.0,6,1582.4,314.88,0.76,3.0
Bajra,Summer     ,Puducherry,3.0,8,1582.4,472.32,1.14,2.67
Black pepper,Kharif     ,Puducherry,10.0,18,1582.4,1574.4,3.8,1.8
Cashewnut,Kharif     ,Puducherry,147.0,43,1582.4,23143.68,55.86,0.346666667
Cotton(lint),Kharif     ,Puducherry,154.0,164,1582.4,24245.76,58.52,1.42
Groundnut,Kharif     ,Puducherry,2.0,6,1582.4,314.88,0.76,3.0
Groundnut,Rabi       ,Puducherry,246.0,738,1582.4,38730.24,93.48,3.0
Groundnut,Summer     ,Puducherry,26.0,78,1582.4,4093.44,9.88,3.0
Jowar,Kharif     ,Puducherry,3.0,9,1582.4,472.32,1.14,3.0
Jowar,Summer     ,Puducherry,2.0,6,1582.4,314.88,0.76,3.0
Moong(Green Gram),Rabi       ,Puducherry,3.0,3,1582.4,472.32,1.14,1.0
Moong(Green Gram),Summer     ,Puducherry,636.0,151,1582.4,100131.84,241.68,0.513333333
Onion,Kharif     ,Puducherry,2.0,10,1582.4,314.88,0.76,5.0
Onion,Summer     ,Puducherry,1.0,5,1582.4,157.44,0.38,5.0
Other  Rabi pulses,Rabi       ,Puducherry,69.0,207,1582.4,10863.36,26.22,3.0
Other Cereals,Rabi       ,Puducherry,5.0,8,1582.4,787.2,1.9,1.6
Other Kharif pulses,Kharif     ,Puducherry,5.0,14,1582.4,787.2,1.9,2.8
Other Summer Pulses,Summer     ,Puducherry,15.0,42,1582.4,2361.6,5.7,2.8
Ragi,Kharif     ,Puducherry,19.0,57,1582.4,2991.36,7.22,3.0
Ragi,Rabi       ,Puducherry,3.0,9,1582.4,472.32,1.14,3.0
Ragi,Summer     ,Puducherry,23.0,64,1582.4,3621.12,8.74,2.78
Rice,Kharif     ,Puducherry,4325.0,15281,1582.4,680928.0,1643.5,3.256666667
Rice,Rabi       ,Puducherry,8749.0,25188,1582.4,1377442.56,3324.62,3.27
Rice,Summer     ,Puducherry,4297.0,15518,1582.4,676519.68,1632.86,2.85
Sesamum,Kharif     ,Puducherry,4.0,6,1582.4,629.76,1.52,1.5
Sesamum,Rabi       ,Puducherry,5.0,5,1582.4,787.2,1.9,1.0
Sesamum,Summer     ,Puducherry,88.0,96,1582.4,13854.72,33.44,0.705
Small millets,Kharif     ,Puducherry,5.0,8,1582.4,787.2,1.9,1.6
Sweet potato,Kharif     ,Puducherry,7.0,35,1582.4,1102.08,2.66,5.0
Turmeric,Kharif     ,Puducherry,8.0,24,1582.4,1259.52,3.04,3.0
Urad,Kharif     ,Puducherry,10.0,9,1582.4,1574.4,3.8,0.9
Urad,Rabi       ,Puducherry,259.0,258,1582.4,40776.96,98.42,0.75
Urad,Summer     ,Puducherry,272.0,106,1582.4,42823.68,103.36,0.55
Bajra,Summer     ,Karnataka,5161.0,5313,1111.7,812547.84,1961.18,1.113333333
Cardamom,Whole Year ,Karnataka,14629.0,1766,1111.7,2303189.76,5559.02,0.108571429
Castor seed,Kharif     ,Karnataka,7125.0,4585,1111.7,1121760.0,2707.5,0.644761905
Coriander,Whole Year ,Karnataka,1026.0,379,1111.7,161533.44,389.88,0.365
Cotton(lint),Rabi       ,Karnataka,25572.0,19276,1111.7,4026055.68,9717.36,0.75
Cowpea(Lobia),Rabi       ,Karnataka,8570.0,3516,1111.7,1349260.8,3256.6,0.413809524
Cowpea(Lobia),Summer     ,Karnataka,4471.0,1333,1111.7,703914.24,1698.98,0.272857143
Dry chillies,Rabi       ,Karnataka,10328.0,21421,1111.7,1626040.32,3924.64,2.047692308
Dry chillies,Summer     ,Karnataka,7164.0,14241,1111.7,1127900.16,2722.32,2.0472
Garlic,Whole Year ,Karnataka,5584.0,4901,1111.7,879144.96,2121.92,1.068888889
Groundnut,Rabi       ,Karnataka,3381.0,7601,1111.7,532304.64,1284.78,2.245
Jowar,Summer     ,Karnataka,2042.0,4238,1111.7,321492.48,775.96,2.093
Linseed,Rabi       ,Karnataka,2294.0,792,1111.7,361167.36,871.72,0.366666667
Maize,Summer     ,Karnataka,23518.0,88268,1111.7,3702673.92,8936.84,3.739230769
Mesta,Whole Year ,Karnataka,9.0,0,1111.7,1416.96,3.42,0.0
